perturbation_scale,departure_time,scenario_id,mode,delta_time_allowed_minutes,top1_agreement,top3_overlap_count,top3_overlap_fraction,selected_travel_time_difference_minutes,selected_predicted_exposure_difference,selected_oracle_exposure_difference,baseline_decision_regret,perturbed_decision_regret,decision_regret_difference
1.0,2022-02-27T17:00:00,od_09,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_09,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_10,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_11,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_12,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_13,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_14,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,3.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_15,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_16,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,2.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,3.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,5.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_17,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_18,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_19,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_20,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_21,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,2.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,3.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_22,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_23,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_24,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.003137883472789103,0.003137883472789103,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.003137883472789103,0.003137883472789103,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.003137883472789103,0.003137883472789103,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.003137883472789103,0.003137883472789103,0.0
1.0,2022-02-27T17:00:00,od_25,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.003137883472789103,0.003137883472789103,0.0
1.0,2022-02-27T17:00:00,od_25,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,walking,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,walking,2.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,walking,3.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_25,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,1.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_26,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,1.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_27,walking,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,2.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,3.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,5.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,motorbike,10.0,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,walking,0.0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2022-02-27T17:00:00,od_28,walking,1.0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
